"STUID,State,District,Gender,Age,Category,Same language,Siblings,Handicap,Father edu,Mother edu,Father occupation,Mother occupation,Below poverty,Use calculator,Use computer,Use Internet,Use dictionary,Read other books,# Books,Distance,Computer use,Library use,Like school,Subjects,Give Lang HW,Give Math HW,Give Scie HW,Give SoSc HW,Correct Lang HW,Correct Math HW,Correct Scie HW,Correct SocS HW,Help in Study,Private tuition,English is difficult,Read English,Dictionary to learn,Answer English WB,Answer English aloud,Maths is difficult,Solve Maths,Solve Maths in groups,Draw geometry,Explain answers,SocSci is difficult,Historical excursions,Participate in SocSci,Small groups in SocSci,Express SocSci views,Science is difficult,Observe experiments,Conduct experiments,Solve science problems,Express science views,Watch TV,Read magazine,Read a book,Play games,Help in household,Maths %,Reading %,Science %,Social %"
"11051104028,AP,5,2,3,4,1,3,2,1,1,1,1,0,1,No,1,1,0,1,4,4,4,2,M,2,4,3,3,2,4,2,2,2,2,1,2,3,3,3,2,3,3,3,3,1,3,3,3,3,2,3,3,3,3,4,3,2,3,4,,,38.18,45.83"
"11051104029,AP,5,2,4,4,1,2,2,2,1,2,0,0,2,No,1,1,0,1,1,4,4,2,L,2,4,3,2,4,4,4,4,1,1,1,3,3,2,1,1,3,3,3,2,3,2,2,3,2,1,3,2,3,2,4,4,2,4,4,,,30.91,43.75"
"11051104030,AP,5,2,3,4,1,3,2,1,3,1,1,0,1,No,1,1,2,2,1,4,4,2,M,2,4,1,2,3,4,1,2,1,2,3,3,3,2,1,1,3,3,3,2,3,2,2,3,2,1,3,2,3,2,4,3,2,3,4,,,30.91,33.33"
"11051104031,AP,5,2,3,4,1,2,2,2,1,1,1,0,1,No,1,1,0,1,1,4,4,2,L,3,3,1,1,3,4,2,2,1,1,1,2,3,3,2,3,3,1,1,3,1,3,3,1,1,1,2,1,2,1,4,4,2,2,4,,,31.48,38.0"
"11051104032,AP,5,2,4,4,1,2,2,2,1,1,1,0,1,No,1,2,2,2,4,4,4,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,1,2,3,3,3,3,3,3,2,3,2,1,3,2,3,3,4,4,4,4,4,,,33.33,58.0"
"11051104033,AP,5,2,3,4,1,2,2,1,1,1,2,0,1,No,1,2,2,2,2,4,4,2,L,2,4,3,3,2,4,3,3,2,1,1,2,3,3,2,2,3,3,3,2,1,3,3,2,2,3,3,2,3,2,4,4,3,3,4,,,27.78,30.0"
"11051104034,AP,5,2,4,4,1,2,2,2,2,2,1,0,1,No,1,2,2,2,1,4,4,2,S,2,4,3,2,1,4,4,4,2,1,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,4,4,4,,,25.93,32.0"
"11051104035,AP,5,2,5,4,1,3,2,1,1,3,1,0,1,No,1,1,2,2,3,4,4,2,M,1,4,4,4,4,4,4,4,1,1,1,3,2,2,2,2,1,3,1,2,3,3,2,2,2,1,3,3,2,2,4,4,3,4,4,,,25.93,26.0"
"11051104036,AP,5,2,3,4,1,2,2,1,2,1,1,0,1,No,1,1,0,1,1,4,4,2,L,3,3,1,1,3,4,2,2,1,1,1,2,3,3,2,3,3,1,1,3,1,3,3,1,1,1,2,1,2,1,4,4,3,3,4,,,31.48,32.0"
"11051104037,AP,5,2,3,4,1,4,2,1,1,3,1,0,1,No,1,1,2,2,1,4,4,2,M,2,4,2,3,2,4,2,3,2,2,1,3,1,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,4,3,4,4,4,,,27.78,50.0"
"11051104038,AP,5,2,3,4,1,2,2,2,2,6,1,0,2,No,1,1,0,1,1,4,4,2,L,2,4,3,1,2,4,3,1,2,1,1,2,3,3,2,2,2,3,3,2,2,3,3,2,2,3,3,2,3,3,4,3,3,3,4,,,20.37,36.0"
"11051104039,AP,5,2,4,4,1,2,2,1,1,1,1,0,2,No,1,1,2,2,3,4,4,2,M,2,4,2,3,2,4,2,3,2,2,1,3,1,3,3,3,3,3,3,3,2,3,1,3,1,3,3,3,3,3,4,4,3,4,4,,,42.59,42.0"
"11051104040,AP,5,2,3,4,1,4,2,2,2,1,1,0,2,No,1,1,0,1,1,4,4,2,L,2,4,3,1,2,4,3,1,2,1,1,2,3,3,2,2,1,3,1,2,3,3,2,2,2,3,3,2,3,2,4,3,3,4,4,,,29.63,36.0"
"11051105001,AP,5,2,4,3,1,3,2,1,1,1,1,2,1,No,1,1,2,4,2,4,1,2,M,4,4,4,4,4,4,4,4,2,1,1,3,1,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,4,29.63,90.0,,"
"11051105003,AP,5,2,3,4,1,2,2,1,0,1,1,2,1,No,1,1,2,4,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,4,4,4,,,21.82,29.17"
"11051105004,AP,5,2,4,3,1,3,2,1,1,2,2,2,1,No,1,1,2,2,3,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,4,2,4,4,,,,30.0"
"11051105005,AP,5,2,3,3,1,2,2,1,0,1,1,2,1,No,1,1,2,2,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,2,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,22.22,,,"
"11051105005,AP,5,2,3,3,1,2,2,1,0,1,1,2,1,No,1,1,2,2,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,2,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,24.07,,,"
"11051105006,AP,5,2,3,3,1,4,2,1,1,1,1,2,1,No,1,2,2,4,2,4,1,2,M,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,20.37,60.0,,"
"11051105007,AP,5,2,3,4,1,3,2,1,0,1,1,2,1,No,1,1,2,4,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,,,21.82,31.25"
"11051105008,AP,5,2,3,3,1,4,2,1,0,1,1,2,1,No,1,1,2,2,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,2,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,4,4,,,37.04,40.0"
"11051105009,AP,5,2,3,3,1,4,0,1,0,1,1,2,1,No,1,1,2,2,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,2,1,2,3,3,2,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,24.07,33.33,,"
"11051105010,AP,5,2,4,4,1,5,2,0,1,1,1,2,1,No,1,1,2,2,1,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,2,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,1,2,2,4,4,18.52,,,"
"11051105011,AP,5,2,2,3,1,2,2,0,1,1,1,2,1,No,1,1,2,2,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,,,,37.5"
"11051105012,AP,5,2,4,3,1,3,2,1,0,1,1,2,2,No,1,2,2,4,2,4,1,2,M,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,4,4,,,27.78,26.0"
"11051105013,AP,5,2,4,4,1,2,2,0,0,1,1,2,1,No,1,1,2,4,2,4,1,2,M,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,29.63,30.0,,"
"11051105014,AP,5,2,3,3,1,2,2,1,0,1,1,2,1,No,1,2,2,4,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,24.07,50.0,,"
"11051105015,AP,5,2,4,3,1,3,2,1,0,1,1,2,1,No,1,1,2,4,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,4,,,29.09,33.33"
"11051105016,AP,5,2,3,3,1,3,2,2,1,1,1,2,1,No,1,2,2,2,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,,,27.78,34.0"
"11051105017,AP,5,2,3,3,1,2,2,0,1,1,1,2,1,No,1,1,2,3,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,4,4,20.37,43.33,,"
"11051105018,AP,5,2,3,3,1,2,2,1,1,1,1,2,1,No,1,1,2,4,2,4,1,0,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,3,4,4,24.07,50.0,,"
"11051105019,AP,5,1,3,3,1,3,2,2,0,2,2,2,1,No,1,1,2,2,3,4,1,2,M,4,4,4,4,4,4,4,4,2,2,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,4,4,4,,,,35.42"
"11051105020,AP,5,1,5,3,1,3,2,1,1,1,1,2,1,No,1,1,2,4,2,4,1,2,L,4,4,4,4,0,0,0,0,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,,,24.07,28.0"
"11051105021,AP,5,1,5,3,1,3,2,1,0,1,1,2,1,No,1,1,2,2,2,4,0,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,44.44,63.33,,"
"11051105022,AP,5,1,5,4,1,2,2,1,1,1,1,2,1,No,1,1,1,1,1,4,5,2,L,0,0,0,0,3,3,3,3,2,1,2,2,3,2,2,3,2,3,3,1,0,0,0,0,0,1,3,0,0,3,4,4,3,4,4,16.67,16.67,,"
"11051105023,AP,5,1,5,3,1,5,2,2,0,2,2,2,2,No,1,2,2,4,1,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,,,,31.25"
"11051105024,AP,5,1,4,3,1,2,2,0,0,1,1,2,1,No,1,1,2,4,2,4,1,2,0,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,1,3,4,4,,,29.63,32.0"
"11051105025,AP,5,1,4,3,1,2,2,1,1,1,1,2,2,No,1,2,2,4,2,4,1,2,L,4,4,4,4,0,0,0,0,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,3,4,4,22.22,36.67,,"
"11051105026,AP,5,1,5,4,1,2,2,0,0,1,1,2,1,No,1,1,2,2,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,29.63,56.67,,"
"11051105027,AP,5,1,4,3,1,2,2,1,0,1,1,2,1,No,1,1,2,4,2,4,1,2,L,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,2,3,3,3,1,3,3,3,3,1,3,0,0,0,4,4,3,4,4,,,25.45,31.25"
"11051105028,AP,5,1,4,4,1,2,2,0,0,1,1,2,1,No,1,1,2,4,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,2,2,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,,,31.48,22.0"
"11051105029,AP,5,1,4,3,1,2,2,0,0,1,1,2,1,No,1,2,2,4,2,4,1,2,S,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,3,24.07,40.0,,"
"11051105031,AP,5,1,3,3,1,2,2,1,0,1,1,2,1,No,1,1,2,4,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,,,40.0,39.58"
"11051105032,AP,5,1,4,3,1,2,2,1,1,1,1,2,1,No,1,1,2,4,2,4,1,2,L,4,4,4,4,4,4,4,4,2,2,1,3,3,3,1,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,,,35.19,"
"11051105033,AP,5,1,3,3,1,4,2,1,0,1,1,2,1,No,1,1,2,4,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,20.37,36.67,,"
"11051105034,AP,5,1,3,3,1,2,2,1,1,3,3,2,2,No,1,2,2,4,1,4,1,2,L,4,4,4,4,4,4,4,4,2,2,1,3,3,3,3,1,2,3,3,2,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,22.22,,,"
"11051105035,AP,5,1,5,4,1,3,2,1,1,1,1,2,1,No,1,2,2,4,2,4,3,2,L,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,1,4,4,3,4,,,32.73,31.25"
"11051105036,AP,5,1,4,3,1,2,2,1,0,1,1,2,1,No,1,2,2,4,2,4,1,2,S,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,4,3,4,4,,,44.44,38.0"
"11051105037,AP,5,1,3,3,1,2,2,1,0,1,1,2,1,No,1,1,2,4,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,4,4,46.3,63.33,,20.0"
"11051105038,AP,5,2,2,3,1,2,2,1,1,1,7,1,1,No,1,1,2,4,2,4,1,2,L,4,4,4,4,4,4,4,4,2,1,1,3,2,3,3,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,1,3,4,4,31.48,53.33,,"
"11051105039,AP,5,2,5,4,1,2,2,1,1,2,2,2,2,No,1,2,2,4,2,4,1,2,L,4,4,4,4,4,4,4,4,2,2,1,3,3,3,3,1,3,2,3,2,1,3,3,3,3,1,3,3,3,3,4,3,4,4,4,,,,35.42"
"11051105040,AP,5,2,4,3,1,3,2,0,0,1,1,2,1,No,1,1,2,4,2,2,5,2,M,4,4,4,4,0,0,0,0,2,1,1,3,3,3,2,1,2,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,,,25.93,42.0"
"11051106001,AP,5,1,3,3,1,2,2,2,1,2,0,2,1,No,1,2,2,4,1,4,3,2,S,1,4,2,1,1,1,3,1,2,2,1,3,1,3,3,1,1,3,3,1,1,3,3,1,1,1,1,3,1,3,4,3,3,4,4,20.37,33.33,,"
"11051106004,AP,5,2,3,1,1,2,2,3,3,2,0,2,1,No,1,1,1,1,1,4,3,2,L,3,4,3,3,3,4,3,3,2,1,1,3,1,3,3,1,3,3,3,3,1,3,3,3,3,1,3,1,3,3,4,4,4,4,4,,,12.96,34.0"
"11051106007,AP,5,2,3,3,1,1,2,1,1,2,5,2,1,No,1,1,0,2,2,4,3,2,L,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,1,3,3,4,3,3,4,4,,,27.27,32.0"
"11051106008,AP,5,2,3,3,1,3,2,2,1,2,2,2,1,No,1,1,1,1,2,4,3,2,L,3,3,3,3,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,1,4,4,4,,,27.78,24.0"
"11051106010,AP,5,2,4,3,1,2,2,1,2,2,2,2,1,No,1,2,2,2,1,4,2,2,L,1,4,2,1,1,1,1,1,2,1,3,3,1,2,2,3,3,3,2,1,1,3,3,1,0,3,1,3,3,3,4,3,3,4,4,24.07,6.67,,"
"11051106012,AP,5,2,3,3,1,2,2,1,1,2,0,2,1,No,1,1,1,1,1,4,3,2,M,3,4,3,3,3,4,3,3,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,1,3,3,4,4,3,4,4,,,33.33,28.0"
"11051106013,AP,5,1,5,3,1,3,2,1,1,2,2,0,1,No,1,1,1,1,1,4,3,2,L,4,3,3,2,4,3,3,2,2,2,1,3,1,1,3,1,3,3,3,3,1,3,3,3,2,1,3,1,3,3,3,4,4,4,3,22.22,46.67,,"
"11051106014,AP,5,1,2,3,1,3,2,1,1,2,2,2,1,No,1,2,0,2,1,4,3,2,M,4,3,3,2,4,3,3,2,2,2,1,3,3,3,3,1,3,3,1,3,1,3,3,3,2,2,3,1,3,3,3,4,4,3,4,16.67,63.33,,"
"11051106015,AP,5,1,4,4,1,2,2,1,1,2,2,2,1,No,1,2,0,1,1,4,3,2,O,4,3,3,2,4,3,3,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,1,3,3,4,3,2,4,4,,,29.09,31.25"
"11051106016,AP,5,1,0,3,1,4,2,1,1,2,2,2,1,No,1,1,0,1,1,4,3,2,M,3,3,3,3,3,3,3,3,2,2,1,1,3,1,3,1,1,1,3,1,3,3,3,3,3,1,3,1,3,3,4,3,3,4,4,,,27.78,"
"11051106017,AP,5,1,3,3,1,2,2,2,2,2,0,2,1,No,1,2,0,2,2,4,3,2,M,4,2,3,1,4,3,2,1,2,1,1,1,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,4,4,4,3,29.63,36.67,,"
"11051106018,AP,5,1,4,3,1,2,2,3,1,2,0,2,1,No,1,2,2,2,1,4,3,2,L,4,3,3,1,4,3,3,1,2,1,1,3,1,3,3,1,1,3,1,1,1,3,3,1,3,1,3,1,1,1,3,3,3,4,4,12.96,33.33,,"
"11051106019,AP,5,2,3,1,1,2,2,2,1,2,0,2,1,No,1,2,2,2,1,4,3,2,L,4,3,3,1,4,4,4,4,2,1,1,3,1,3,3,3,3,1,1,1,3,3,3,1,3,3,1,3,3,3,4,3,3,4,4,,,27.27,29.17"
"11051106020,AP,5,2,2,3,1,3,2,3,3,2,0,2,1,No,1,2,0,1,1,4,3,2,L,4,4,4,4,4,4,4,4,2,2,1,3,1,3,3,1,3,1,3,3,1,3,3,3,3,1,3,1,3,3,4,4,4,4,4,,,16.67,24.0"
"11051106021,AP,5,2,3,3,1,3,2,2,3,5,2,0,1,No,1,1,1,1,1,4,3,2,L,4,3,3,2,4,3,3,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,3,3,1,1,3,1,3,1,4,4,3,4,4,20.37,26.67,,"
"11051106022,AP,5,2,3,3,1,3,2,2,2,2,0,2,1,No,1,1,0,2,1,3,3,2,L,4,3,2,3,4,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,1,3,4,24.07,36.67,,"
"11051106023,AP,5,2,3,3,1,3,2,3,2,2,0,2,1,No,1,1,1,1,2,4,3,2,L,4,3,3,1,4,3,3,4,2,2,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,4,3,4,4,4,,,14.55,16.67"
"11051106024,AP,5,2,3,3,1,2,2,1,1,2,0,2,1,No,1,1,0,1,1,1,3,2,L,4,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,1,1,1,3,1,1,3,3,3,1,1,1,4,1,2,4,4,,,31.48,24.0"
"11051106025,AP,5,2,3,3,1,2,2,1,1,2,0,2,1,No,1,1,2,4,2,4,3,2,O,4,2,3,1,4,3,4,2,2,1,1,1,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,1,4,4,7.41,16.67,,"
"11051106026,AP,5,2,3,3,1,2,2,1,1,2,0,2,1,No,1,2,2,2,3,4,3,2,L,4,3,3,1,4,4,4,4,2,1,1,3,1,3,3,1,1,3,1,1,3,3,3,1,3,3,3,1,1,1,4,1,3,4,4,25.93,23.33,,"
"11051106027,AP,5,2,4,3,1,1,2,1,1,2,0,2,1,No,1,2,2,2,1,4,3,2,L,4,3,2,1,4,4,4,4,2,2,1,3,1,3,3,3,3,1,1,1,3,3,3,1,3,3,1,3,3,3,4,1,3,4,4,,,36.36,25.0"
"11051106028,AP,5,1,4,3,1,2,2,3,2,2,0,2,1,Yes,1,1,2,2,4,4,3,2,L,4,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,3,3,4,4,4,4,4,,,29.63,24.0"
"11051106030,AP,5,1,5,3,1,2,2,2,1,2,0,2,1,No,1,1,2,2,4,4,3,2,S,4,2,3,3,4,2,3,4,2,1,1,3,1,3,3,1,3,3,3,3,1,3,3,3,3,1,3,1,3,3,4,1,3,4,4,27.78,23.33,,"
"11051106031,AP,5,1,4,3,1,4,2,2,2,2,0,2,1,No,1,1,1,0,2,4,3,2,S,4,2,3,3,4,2,3,4,2,1,1,3,1,3,3,1,3,3,3,3,1,3,3,3,1,1,3,1,3,3,4,3,2,4,4,,,23.64,27.08"
"11051106032,AP,5,2,3,1,1,1,2,0,2,2,0,2,2,No,1,1,2,4,1,4,3,2,M,4,2,3,4,4,4,4,4,2,1,1,1,1,3,3,1,3,3,3,3,1,3,3,3,1,1,3,1,3,3,4,4,4,3,4,,,18.52,34.0"
"11051106034,AP,5,2,3,1,1,3,2,1,1,2,0,2,1,No,1,1,2,2,1,4,3,2,L,4,4,3,3,3,3,3,3,2,1,1,1,1,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,3,3,2,4,4,29.63,26.67,,"
"11051106036,AP,5,2,3,1,1,2,2,3,2,2,0,2,1,No,1,1,1,1,1,4,3,2,L,4,3,3,2,4,3,3,3,2,2,1,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,4,4,4,,,24.07,24.0"
"11051106037,AP,5,2,3,3,1,4,2,1,1,2,0,2,1,No,1,1,1,1,1,4,3,2,M,4,3,3,3,4,3,2,4,2,1,1,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,,26.67,,"
"11051106038,AP,5,2,2,3,1,2,2,1,3,2,0,2,1,No,1,1,2,2,1,4,3,2,L,4,2,3,3,4,2,3,4,2,2,1,3,1,3,3,1,3,3,3,3,1,3,3,3,3,1,3,1,3,3,4,3,2,4,4,31.48,23.33,,"
"11051106039,AP,5,2,3,3,0,5,2,3,1,2,0,2,1,No,1,1,0,2,1,4,3,2,L,4,2,3,3,4,2,3,3,2,1,2,1,1,3,3,1,1,2,3,1,3,3,3,3,1,3,3,1,1,3,3,1,3,4,4,,,20.0,12.5"
"11051106040,AP,5,2,3,3,1,3,2,2,1,2,0,2,1,No,1,1,2,4,3,4,3,2,L,4,2,3,4,4,4,4,4,2,1,1,1,1,3,3,3,2,3,3,3,3,1,3,3,1,1,3,1,3,3,4,4,4,3,4,,,25.93,20.0"
"11051107001,AP,5,1,4,4,1,5,2,1,1,3,2,0,1,No,1,1,2,2,1,4,5,2,M,4,4,4,4,4,4,4,4,2,1,1,1,3,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,4,2,3,4,4,35.19,46.67,,"
"11051107003,AP,5,1,4,3,1,4,2,0,1,3,1,0,1,No,1,1,2,2,3,4,5,2,S,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,2,2,3,4,4,27.78,46.67,,"
"11051107004,AP,5,1,3,3,1,3,2,0,0,0,3,0,1,No,1,1,1,1,3,4,2,2,L,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,1,3,1,3,1,1,3,3,3,1,1,3,3,3,3,4,2,3,4,4,,,12.73,27.08"
"11051107005,AP,5,1,3,3,1,1,2,0,0,5,1,0,1,No,1,1,1,1,1,4,5,2,O,4,4,4,4,4,4,4,4,1,1,1,1,1,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,4,4,3,4,4,,,22.22,"
"11051107006,AP,5,1,3,3,1,3,2,1,0,0,1,0,1,No,1,1,2,4,3,4,5,2,M,4,4,4,4,4,4,4,4,2,2,1,1,1,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,4,4,3,4,4,,30.0,,34.0"
"11051107007,AP,5,1,3,1,1,3,2,1,0,3,0,0,1,No,1,1,2,2,1,4,5,2,M,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,4,3,4,4,4,38.89,53.33,,"
"11051107008,AP,5,1,4,1,1,2,2,1,2,0,3,0,1,No,1,1,2,2,1,5,4,1,L,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,3,3,3,3,1,1,3,3,3,3,1,3,3,3,3,4,2,4,4,4,38.89,,21.82,"
"11051107009,AP,5,1,6,4,1,2,2,1,1,0,3,2,1,No,1,1,2,2,1,4,5,2,L,4,4,4,4,4,4,4,4,2,1,1,1,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,4,1,3,4,4,,,,27.08"
"11051107010,AP,5,1,5,3,1,3,2,0,0,1,2,0,1,No,1,1,2,2,3,4,5,2,M,4,4,4,4,4,4,4,4,2,2,1,1,1,3,3,1,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,2,3,4,4,,,24.07,36.0"
"11051107012,AP,5,1,4,1,1,4,2,0,0,2,1,0,1,No,1,1,2,2,1,4,5,2,L,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,4,3,3,4,4,40.74,50.0,,"
"11051107013,AP,5,1,4,3,1,3,2,1,0,2,2,0,1,No,1,1,2,2,3,4,5,2,M,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,4,2,3,4,4,37.04,26.67,,"
"11051107014,AP,5,1,3,3,1,2,2,2,2,8,2,2,1,No,1,1,2,2,3,4,5,2,L,4,4,4,4,4,4,4,4,2,2,1,1,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,4,3,3,4,4,,,,33.33"
"11051107015,AP,5,2,5,2,1,2,2,1,0,1,2,0,1,No,1,1,2,2,3,4,5,2,M,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,4,4,3,4,4,,,21.82,38.0"
"11051107018,AP,5,2,4,4,1,2,2,1,0,2,0,0,1,No,1,1,2,2,1,4,5,2,O,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,3,2,4,4,4,38.89,,35.19,"
"11051107020,AP,5,2,4,3,1,2,2,1,1,5,2,0,1,No,1,1,2,2,3,4,5,2,M,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,1,3,3,3,3,1,3,3,3,1,1,3,3,3,3,4,3,3,4,4,31.48,86.67,,"
"11051107021,AP,5,2,5,3,1,3,2,2,0,0,2,0,1,No,1,1,1,1,1,4,5,2,L,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,1,3,3,3,1,1,3,3,3,1,1,3,3,3,3,4,3,3,4,4,,70.0,,16.67"
"11051107022,AP,5,2,4,3,1,2,0,1,0,2,1,0,2,No,1,1,2,2,1,4,5,2,L,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,4,2,3,4,4,,,34.55,20.0"
