"STUID,State,District,Gender,Age,Category,Same language,Siblings,Handicap,Father edu,Mother edu,Father occupation,Mother occupation,Below poverty,Use calculator,Use computer,Use Internet,Use dictionary,Read other books,# Books,Distance,Computer use,Library use,Like school,Subjects,Give Lang HW,Give Math HW,Give Scie HW,Give SoSc HW,Correct Lang HW,Correct Math HW,Correct Scie HW,Correct SocS HW,Help in Study,Private tuition,English is difficult,Read English,Dictionary to learn,Answer English WB,Answer English aloud,Maths is difficult,Solve Maths,Solve Maths in groups,Draw geometry,Explain answers,SocSci is difficult,Historical excursions,Participate in SocSci,Small groups in SocSci,Express SocSci views,Science is difficult,Observe experiments,Conduct experiments,Solve science problems,Express science views,Watch TV,Read magazine,Read a book,Play games,Help in household,Maths %,Reading %,Science %,Social %"
"11041084034,AP,4,2,3,3,2,3,2,2,2,3,3,0,0,,0,0,1,0,2,3,4,2,M,2,4,2,3,2,3,2,2,2,1,3,1,3,3,2,3,3,3,3,3,3,3,3,1,3,1,3,1,3,3,4,1,2,4,4,33.33,43.33,,"
"11041084035,AP,4,2,3,3,1,3,2,2,2,3,3,0,2,No,1,1,0,2,3,3,4,2,O,2,4,2,2,2,4,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,4,1,2,4,4,,,,32.0"
"11041084036,AP,4,2,3,3,1,3,2,2,0,3,3,0,0,,0,0,1,0,3,3,4,2,O,2,4,2,2,2,4,2,2,2,1,3,3,1,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,2,4,4,4,,,31.48,36.0"
"11041084037,AP,4,2,4,3,1,1,2,2,0,3,3,0,0,,0,0,1,1,3,5,4,2,O,3,4,4,4,2,3,2,2,2,1,3,1,3,3,2,3,1,2,3,3,1,3,3,1,3,1,3,3,2,3,4,1,3,4,4,22.22,53.33,,"
"11041084038,AP,4,1,4,2,2,2,2,2,0,3,3,0,2,No,1,1,0,1,2,3,4,2,O,2,1,1,1,2,4,2,2,2,1,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,1,3,1,3,3,4,3,3,4,4,27.78,33.33,,"
"11041084039,AP,4,1,3,2,2,3,2,2,0,3,0,0,1,No,1,2,2,2,3,3,4,2,M,2,4,2,2,2,4,2,2,2,2,3,2,3,2,3,3,3,3,3,3,1,3,3,3,1,2,3,3,2,1,4,4,4,4,1,,,38.18,30.0"
"11041084040,AP,4,1,4,2,2,2,2,2,0,3,0,0,2,No,1,1,1,0,3,3,4,2,O,2,4,2,2,2,4,2,2,2,1,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,1,3,1,3,3,4,3,3,4,4,,,48.15,54.0"
"11041085002,AP,4,2,2,3,2,5,2,1,0,2,2,0,1,No,1,1,1,0,1,4,1,2,O,4,4,2,4,4,4,2,4,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,2,2,3,3,4,4,31.48,26.67,,"
"11041085003,AP,4,2,2,2,2,3,2,1,1,3,3,0,1,No,1,2,1,0,1,4,1,2,L,4,4,2,4,4,4,2,4,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,,,45.45,35.42"
"11041085004,AP,4,2,3,2,2,2,2,1,1,3,3,0,0,,0,0,1,0,1,4,1,2,L,4,4,2,4,4,4,2,4,2,1,1,3,3,3,3,3,1,3,3,1,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,,,22.22,26.0"
"11041085006,AP,4,2,2,2,2,2,2,1,1,3,3,0,0,,0,0,1,0,1,4,1,2,L,4,4,2,4,4,4,2,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,57.41,43.33,,"
"11041085007,AP,4,2,3,2,1,3,2,1,1,3,3,0,0,,0,0,1,0,1,4,1,2,S,4,4,2,4,4,4,2,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,,,45.45,"
"11041085008,AP,4,2,3,2,2,2,2,1,1,1,1,0,0,,0,0,1,0,1,4,1,2,O,4,4,2,4,4,4,2,4,2,1,1,3,3,3,3,1,3,3,3,3,1,3,3,3,2,1,1,1,3,3,2,3,2,4,4,,,22.22,24.0"
"11041085009,AP,4,2,3,2,2,2,2,3,1,3,3,0,0,,0,0,1,0,1,4,1,2,M,4,4,2,4,4,4,2,4,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,3,2,2,3,4,4,,,30.91,33.33"
"11041085010,AP,4,2,2,3,2,3,2,1,1,3,3,0,0,,0,0,1,0,1,4,1,2,L,4,4,2,4,4,4,3,4,2,1,1,3,1,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,,,9.26,20.0"
"11041085011,AP,4,2,2,1,1,2,2,1,1,3,3,0,1,No,2,1,2,2,1,4,1,2,L,4,4,2,4,4,4,2,4,1,1,1,3,1,3,3,1,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,42.59,46.67,,"
"11041085012,AP,4,2,3,2,2,2,2,2,3,8,1,0,0,,0,0,0,2,1,4,1,2,S,4,1,2,4,4,4,2,4,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,55.56,36.67,,"
"11041085013,AP,4,2,2,3,2,3,2,3,2,8,1,0,0,,0,0,2,2,1,4,1,2,O,4,4,2,4,4,4,2,4,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,3,2,2,3,3,4,4,,,31.48,33.33"
"11041085014,AP,4,2,2,3,2,2,2,1,1,5,3,0,2,No,1,1,1,0,1,4,1,2,S,4,4,2,4,4,4,2,4,2,1,1,3,1,3,3,1,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,,,33.33,48.0"
"11041085015,AP,4,2,4,3,1,5,2,2,2,3,3,0,0,,0,0,2,3,1,4,1,2,S,4,4,2,4,4,2,2,4,2,1,1,3,1,3,3,1,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,33.33,46.67,,"
"11041085017,AP,4,2,4,2,2,4,2,1,1,3,3,0,0,,0,0,1,0,1,4,1,2,L,0,0,0,0,4,2,2,4,2,1,1,2,3,2,2,3,3,3,3,3,1,3,3,3,2,1,2,1,3,2,4,3,1,1,1,33.33,30.0,,"
"11041085018,AP,4,2,3,2,2,2,2,1,1,0,2,0,0,,0,0,1,0,1,4,1,2,S,4,4,2,4,4,2,2,4,1,1,1,3,1,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,22.22,63.33,,"
"11041085019,AP,4,2,2,3,1,3,2,3,1,3,3,0,0,,0,0,2,2,1,2,1,2,L,4,4,2,4,4,4,2,4,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,,,23.64,18.75"
"11041085020,AP,4,2,3,2,2,2,2,1,2,3,3,0,0,,0,0,2,2,1,2,1,2,L,4,4,2,4,4,2,2,4,1,1,1,3,3,3,3,3,1,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,,,24.07,22.0"
"11041085021,AP,4,2,3,3,2,3,2,2,1,4,3,0,2,No,1,2,2,2,1,4,1,2,S,4,4,2,4,4,2,2,4,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,27.78,40.0,,"
"11041085023,AP,4,2,3,2,2,3,2,1,1,3,3,0,0,,0,0,1,0,1,4,5,2,L,4,4,2,4,4,2,2,4,2,1,1,3,1,3,3,3,1,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,,,27.27,"
"11041085024,AP,4,2,3,0,1,3,2,2,1,3,3,0,0,,0,0,0,1,1,2,4,2,L,4,4,2,4,4,2,2,4,2,1,1,3,1,3,3,3,3,3,3,3,1,3,1,3,2,1,1,1,3,2,2,3,3,4,4,,,22.22,24.0"
"11041085025,AP,4,2,3,2,2,5,2,1,1,3,3,0,0,,0,0,1,0,1,4,1,2,L,4,4,2,4,4,2,2,4,1,1,1,3,1,3,3,3,2,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,,,14.55,31.25"
"11041085026,AP,4,2,3,2,2,2,2,3,1,5,1,0,0,,0,0,1,0,1,4,1,2,L,4,4,2,4,4,2,2,4,2,1,1,3,1,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,3,2,4,4,3,3,,,27.78,28.0"
"11041085027,AP,4,2,1,2,2,5,2,1,3,3,3,0,0,,0,0,2,2,1,4,5,2,L,4,4,2,4,4,2,2,4,2,1,1,3,1,3,3,3,1,3,3,3,1,1,3,3,2,1,1,1,3,2,2,3,3,4,4,35.19,40.0,,"
"11041085028,AP,4,2,3,2,2,3,2,1,2,3,3,0,1,No,1,2,2,2,1,4,1,2,S,4,4,1,4,4,2,2,4,2,1,1,3,1,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,50.0,20.0,,"
"11041085030,AP,4,2,4,2,2,2,2,1,1,3,3,0,0,,0,0,1,0,1,4,1,2,O,4,4,2,4,4,2,2,4,2,1,1,3,1,3,3,3,3,1,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,,,38.89,46.0"
"11041085031,AP,4,2,3,2,2,3,2,1,1,3,3,0,0,,0,0,1,0,1,4,1,2,L,4,4,3,4,4,2,2,4,1,1,1,3,3,3,3,1,3,3,3,3,3,3,3,3,2,1,1,1,3,2,2,3,3,4,4,35.19,40.0,,"
"11041085035,AP,4,2,4,2,2,1,2,1,1,3,3,0,1,No,1,2,2,2,1,5,5,2,S,4,4,2,4,4,4,2,4,2,1,1,3,1,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,3,2,3,3,4,4,,,34.55,41.67"
"11041085036,AP,4,2,3,2,2,2,2,2,3,5,4,0,1,No,1,2,2,2,1,4,1,2,S,4,4,1,4,4,4,2,4,2,1,1,3,1,3,3,1,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,,,40.74,46.0"
"11041085037,AP,4,2,4,2,1,4,2,1,1,0,3,0,0,,0,0,2,2,1,4,1,2,M,4,4,2,4,4,4,2,4,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,3,2,3,3,4,4,27.78,53.33,,"
"11041085040,AP,4,2,2,2,2,3,2,2,1,3,3,0,0,,0,0,1,0,1,4,1,2,L,4,2,2,4,4,2,2,4,2,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,2,2,3,3,4,4,,,35.19,40.0"
"11041086001,AP,4,1,3,1,1,4,2,3,2,1,0,2,1,No,1,2,2,2,1,2,5,2,L,4,4,4,4,4,4,3,2,2,1,1,2,3,2,3,2,3,2,3,3,1,3,2,3,3,1,3,2,3,2,4,4,3,4,4,18.52,40.0,,"
"11041086003,AP,4,1,4,2,1,2,2,1,1,0,0,2,1,No,1,1,0,1,3,4,5,2,O,4,4,4,4,2,4,2,4,1,1,1,2,3,1,3,3,3,3,2,3,1,3,3,2,3,1,3,2,3,3,4,3,3,4,4,,,34.55,35.42"
"11041086004,AP,4,1,3,2,1,2,2,3,2,5,2,2,1,No,1,1,2,2,2,4,3,2,O,4,4,3,3,4,4,4,4,1,1,1,2,1,3,1,1,1,3,2,3,1,3,3,2,3,3,3,2,3,3,4,3,3,4,4,,,18.52,24.0"
"11041086005,AP,4,1,4,3,1,3,2,1,2,2,2,2,1,No,1,1,2,2,2,4,3,2,M,4,4,3,3,4,4,3,3,1,1,1,3,1,3,2,1,3,2,3,2,1,3,2,3,2,1,3,1,2,2,4,3,4,3,4,22.22,,,"
"11041086005,AP,4,1,4,3,1,3,2,1,2,2,2,2,1,No,1,1,2,2,2,4,3,2,M,4,4,3,3,4,4,3,3,1,1,1,3,1,3,2,1,3,2,3,2,1,3,2,3,2,1,3,1,2,2,4,3,4,3,4,20.37,,,"
"11041086010,AP,4,2,3,1,1,1,2,2,1,2,2,2,1,No,1,1,2,2,2,4,3,2,S,4,4,3,4,4,4,3,4,2,1,1,3,1,3,3,1,3,3,3,3,1,3,3,2,3,1,3,2,3,2,2,3,3,4,4,25.93,66.67,,"
"11041086011,AP,4,2,3,1,1,2,2,1,2,2,2,2,1,No,1,1,2,2,2,4,3,2,M,4,4,3,4,4,4,3,4,1,1,1,3,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,4,4,3,4,3,,,43.64,"
"11041086012,AP,4,2,4,2,1,2,2,2,2,3,2,2,1,No,1,1,2,2,3,4,3,2,L,4,4,4,4,4,4,4,4,2,1,1,3,1,1,3,1,1,3,2,3,1,3,1,3,2,1,3,2,3,2,4,3,3,4,4,,,25.93,30.0"
"11041086013,AP,4,2,3,2,2,2,2,1,2,2,2,2,1,No,1,1,2,2,1,5,4,2,L,4,4,3,4,4,4,3,4,1,1,3,2,3,2,3,3,3,2,2,3,1,3,2,3,3,1,3,2,3,2,3,3,4,3,4,,43.33,18.18,"
"11041086014,AP,4,2,4,3,1,4,2,2,1,5,3,2,1,No,1,1,2,0,2,4,5,2,S,4,4,3,3,4,3,3,3,1,2,1,3,1,1,3,1,1,3,2,1,1,1,1,2,1,1,2,1,2,1,3,4,3,4,3,25.93,36.67,,"
"11041086015,AP,4,2,4,3,2,3,2,2,2,5,2,1,1,No,1,2,2,2,2,4,5,2,S,4,2,4,4,3,4,3,4,1,2,1,3,2,3,2,2,3,2,3,2,1,3,3,2,3,1,3,2,3,3,4,3,3,4,4,14.81,,52.73,43.75"
"11041086016,AP,4,2,3,2,2,4,2,2,1,3,2,2,1,No,1,1,2,2,2,4,5,2,L,4,4,3,3,4,4,3,3,2,1,1,3,1,2,1,3,1,3,2,3,1,3,3,2,3,3,3,3,2,3,3,4,3,4,4,,,24.07,26.0"
"11041086017,AP,4,2,5,0,1,5,2,3,3,2,2,2,1,No,1,1,2,2,1,4,3,2,M,4,4,4,4,4,4,4,4,2,1,1,1,1,3,3,1,3,1,2,2,1,3,1,2,2,1,1,2,2,1,4,3,4,3,3,11.11,36.67,,41.67"
"11041086018,AP,4,2,2,2,1,4,2,2,2,5,2,2,1,No,1,1,2,2,1,4,3,2,M,4,4,4,4,4,4,4,4,2,1,1,3,1,1,1,1,3,2,2,2,1,3,1,1,1,3,1,3,2,2,4,3,4,3,3,37.04,70.0,,"
"11041086020,AP,4,2,4,3,1,2,2,2,2,5,2,2,1,No,1,1,2,2,2,4,5,2,S,4,4,3,3,4,4,3,3,2,1,1,3,3,2,2,1,1,3,2,3,1,3,3,2,3,1,3,1,3,2,4,3,3,4,4,,,42.59,42.0"
"11041086022,AP,4,2,3,2,1,1,2,3,2,3,2,2,1,No,1,2,2,2,2,4,5,2,0,4,4,3,4,4,4,3,4,2,1,1,3,1,3,3,1,3,1,3,2,1,3,1,3,2,1,3,2,3,2,4,4,3,4,4,38.89,80.0,,"
"11041086023,AP,4,2,3,2,2,2,2,2,1,3,3,2,1,No,1,1,2,2,2,4,3,2,L,4,4,4,4,4,4,4,4,2,1,1,3,1,1,3,1,1,3,2,3,1,3,2,1,1,1,3,1,2,2,4,3,3,4,4,,,27.27,20.83"
"11041086024,AP,4,2,3,2,1,2,2,2,2,3,2,2,1,No,1,1,2,2,2,4,3,2,S,4,4,4,4,4,4,4,4,2,1,1,3,1,1,3,2,2,3,2,2,1,3,3,2,3,1,3,1,2,2,4,3,3,4,4,,,35.19,34.0"
"11041086025,AP,4,2,4,2,1,2,2,1,1,2,2,2,1,No,1,1,2,2,2,4,5,2,O,4,4,3,4,4,4,3,4,2,1,1,3,1,2,1,3,1,3,1,2,1,3,1,2,1,1,3,2,1,2,4,3,3,4,4,27.78,16.67,,"
"11041086026,AP,4,2,3,2,1,5,2,0,2,3,2,2,1,No,1,1,2,2,3,4,5,2,S,4,4,4,4,4,4,4,4,2,1,1,3,1,3,3,1,1,3,1,2,1,3,1,3,2,1,3,3,2,3,4,3,4,4,4,22.22,46.67,,"
"11041086027,AP,4,2,4,2,1,2,2,2,2,3,2,2,1,No,1,1,2,2,2,4,4,2,M,4,4,4,4,4,4,4,4,2,1,1,3,1,1,3,1,3,1,2,3,3,2,3,2,2,1,3,2,2,3,4,3,3,4,4,,,47.27,43.75"
"11041086028,AP,4,2,3,1,1,2,2,4,1,5,2,2,1,No,1,2,2,2,3,4,4,2,0,4,4,4,4,4,4,4,4,2,1,1,3,1,1,3,1,1,3,2,3,1,3,1,3,2,1,3,2,2,3,4,3,3,4,4,,,27.78,38.0"
"11041086029,AP,4,2,3,1,2,2,2,4,2,2,3,2,1,No,1,1,2,2,2,4,3,2,0,4,4,4,4,4,4,4,4,2,1,1,3,1,1,3,1,3,2,3,3,1,3,3,2,3,1,3,2,2,3,4,3,3,4,4,38.89,80.0,,"
"11041086030,AP,4,2,3,2,1,3,2,2,2,5,5,2,1,No,1,2,0,1,3,4,5,2,L,4,4,3,4,4,4,3,4,2,1,1,3,1,1,3,1,2,3,3,2,3,3,2,3,2,1,3,2,3,2,4,4,3,4,4,35.19,43.33,,"
"11041086031,AP,4,2,3,2,2,3,1,2,2,3,2,1,1,No,1,1,2,2,2,4,3,2,S,4,4,4,4,4,4,4,4,2,1,1,3,1,1,3,1,1,3,2,3,1,3,3,2,3,1,3,2,2,3,4,3,3,4,4,,,27.27,10.42"
"11041086032,AP,4,2,3,2,1,2,2,2,1,5,2,2,1,No,1,1,2,2,3,4,3,1,L,4,4,4,4,4,4,4,4,2,1,1,3,1,1,3,1,1,3,2,3,1,3,1,2,3,1,3,1,2,1,4,3,3,4,4,,,27.78,34.0"
"11041086033,AP,4,2,4,3,1,3,1,2,2,3,2,2,1,No,1,2,2,2,1,4,3,2,S,4,4,4,4,4,4,4,4,2,1,1,3,1,1,3,1,3,1,2,2,1,3,1,2,3,3,2,3,2,2,4,3,3,4,4,61.11,80.0,,"
"11041086034,AP,4,2,3,4,1,1,2,1,2,3,0,2,1,No,1,1,2,2,1,5,4,2,L,4,4,4,4,4,4,3,3,2,1,1,3,3,2,3,1,3,1,3,2,3,1,3,1,2,3,2,2,2,2,4,3,2,3,4,24.07,50.0,,"
"11041086036,AP,4,2,2,2,2,5,2,2,2,3,3,2,1,No,1,1,2,2,3,4,5,2,L,4,4,4,4,4,4,4,4,2,1,1,3,1,1,1,1,3,3,3,2,1,3,1,2,1,1,3,2,2,2,4,3,3,4,4,,,27.78,42.0"
"11041086037,AP,4,2,3,1,1,3,2,2,2,5,2,2,1,No,1,1,2,2,2,3,3,2,S,4,4,3,4,4,4,3,4,2,1,1,3,1,1,3,1,3,2,2,2,1,3,2,2,3,1,2,2,1,3,4,4,3,4,4,33.33,,21.82,"
"11041086038,AP,4,2,3,2,1,2,2,5,3,3,6,2,2,No,1,1,2,2,2,4,3,2,M,4,4,3,4,4,4,3,4,2,1,1,3,2,3,3,1,2,3,2,3,1,3,1,2,3,1,3,2,3,2,4,4,3,4,4,18.52,53.33,,"
"11041086039,AP,4,2,4,2,2,2,2,2,2,3,2,2,2,No,1,1,2,2,2,4,3,2,S,4,4,3,4,4,4,3,4,2,1,1,3,1,1,3,1,2,3,2,3,1,3,3,2,3,1,3,2,3,3,4,4,3,3,4,,,40.0,37.5"
"11041086040,AP,4,2,3,2,2,3,2,3,2,3,2,2,1,No,1,1,2,2,1,4,4,2,0,4,4,4,4,4,4,4,4,2,1,1,3,3,3,3,1,1,1,2,3,1,3,3,2,3,1,3,2,3,2,4,3,4,3,4,,,,28.0"
"11041087001,AP,4,1,3,3,1,2,2,1,1,3,3,2,1,No,1,1,1,1,1,4,1,2,O,4,4,4,4,4,4,4,4,1,1,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,1,3,1,3,1,4,4,4,3,3,24.07,26.67,,"
"11041087002,AP,4,1,3,3,1,2,2,2,2,5,2,2,2,No,1,2,2,2,4,4,2,2,M,2,3,2,2,2,3,2,2,2,1,3,3,2,3,1,1,3,3,1,3,1,3,1,3,1,3,3,1,3,1,4,4,4,3,3,51.85,76.67,,"
"11041087003,AP,4,2,4,3,1,3,2,1,1,1,1,2,1,No,1,1,2,2,1,4,3,2,M,4,4,2,2,2,4,3,2,1,1,3,3,1,3,3,1,3,3,3,3,1,3,3,2,3,1,2,2,1,1,4,3,2,3,4,,,23.64,43.75"
"11041087004,AP,4,2,3,3,1,1,2,1,0,1,0,2,2,No,1,1,2,2,2,5,3,2,L,4,4,4,4,3,4,2,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,4,4,4,,,20.37,22.0"
"11041087005,AP,4,2,3,3,1,1,2,1,1,3,2,2,1,No,1,1,2,2,1,4,3,2,L,4,4,4,2,4,4,4,2,2,1,2,3,1,3,3,1,3,3,3,3,1,3,3,3,3,1,3,1,3,3,4,1,2,4,4,24.07,60.0,,"
"11041087006,AP,4,2,3,3,2,3,2,4,2,3,3,2,1,No,1,1,2,2,1,4,3,2,L,4,4,4,2,4,4,2,2,2,1,2,3,1,3,2,1,2,1,3,3,1,3,3,1,2,1,3,2,1,2,4,1,2,4,4,18.52,23.33,,"
"11041087007,AP,4,2,3,3,1,2,2,2,2,1,1,0,1,No,1,2,2,2,1,4,3,2,L,4,4,3,2,2,4,4,2,2,1,1,3,1,3,2,3,1,3,2,2,1,2,3,3,2,3,3,3,3,2,3,2,3,3,4,,,41.82,29.17"
"11041087008,AP,4,2,3,3,1,2,2,0,0,1,1,0,1,No,1,1,0,1,1,4,3,2,S,4,4,3,2,2,4,4,3,2,1,1,3,1,3,2,2,1,3,3,2,1,2,3,3,2,1,3,3,3,2,4,2,2,3,4,,,37.04,40.0"
"11041087009,AP,4,2,4,3,1,2,2,2,1,1,1,0,1,No,1,1,2,2,2,4,3,2,M,4,4,4,1,4,1,1,1,2,1,1,1,1,3,3,1,3,3,3,3,1,1,3,3,3,1,3,1,3,3,4,3,3,2,4,29.63,30.0,,"
"11041087010,AP,4,2,3,3,1,2,2,2,1,2,2,0,0,,0,0,2,2,2,4,4,0,M,2,3,2,2,4,3,2,3,2,1,3,2,3,3,1,1,3,3,3,1,1,3,1,3,1,1,1,1,1,1,4,4,4,3,4,,26.67,,29.17"
"11041087011,AP,4,2,5,3,2,2,2,1,1,3,3,0,1,No,1,1,2,2,2,4,2,2,M,3,3,3,3,1,1,1,1,2,1,3,2,3,3,3,1,3,3,2,3,1,3,1,3,0,3,1,0,0,0,4,4,4,4,3,,,18.18,12.0"
"11041087012,AP,4,2,3,3,2,5,2,1,2,1,1,2,1,No,1,2,2,2,3,4,3,2,M,3,2,4,2,2,3,1,2,2,1,1,2,1,2,1,2,3,2,1,2,2,3,1,1,2,1,1,3,1,1,3,4,2,4,4,29.63,,35.19,"
"11041087013,AP,4,2,0,3,0,1,0,1,1,1,1,0,0,,0,0,2,2,0,2,2,2,L,4,4,4,4,4,4,4,4,2,1,3,1,1,3,3,1,1,3,3,1,1,1,1,3,3,1,3,3,3,3,4,3,4,4,4,9.26,30.0,,"
"11041087014,AP,4,2,4,1,1,5,2,1,1,1,1,2,1,No,1,1,2,2,1,4,3,2,L,4,4,4,1,4,4,4,1,2,1,2,1,1,3,3,1,3,3,3,3,1,3,3,3,1,3,3,1,3,3,4,2,2,4,4,,,,22.92"
"11041087015,AP,4,2,4,1,1,1,0,2,1,1,1,0,1,No,1,2,2,2,1,4,3,2,L,4,4,4,3,2,4,2,2,2,1,3,2,1,1,1,3,1,3,3,3,1,3,3,3,3,3,3,1,3,3,4,4,3,4,4,,,25.45,34.0"
"11041087016,AP,4,2,4,1,0,3,0,1,0,1,1,0,1,No,1,1,2,2,3,4,2,1,S,4,4,4,1,4,4,3,2,2,1,2,1,2,3,2,3,1,3,3,3,1,3,3,3,1,1,3,1,3,3,4,2,2,4,4,25.93,,24.07,"
"11041087017,AP,4,1,6,1,2,4,2,1,1,3,3,0,2,No,1,1,1,1,3,5,4,2,L,1,4,1,1,2,4,3,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,2,4,1,3,4,4,,53.33,,47.92"
"11041087018,AP,4,1,3,3,1,2,2,3,2,2,2,0,1,No,1,1,2,2,1,4,3,2,L,2,2,1,1,4,1,1,1,2,2,1,3,1,2,2,3,3,1,1,3,1,3,1,1,3,1,1,1,3,1,4,4,3,4,4,,40.0,,26.0"
"11041087019,AP,4,1,3,2,2,2,2,2,0,3,3,2,0,,0,0,2,2,2,4,4,2,L,4,4,2,2,1,1,1,1,2,1,3,3,1,3,3,1,1,1,1,1,1,3,1,3,1,3,1,3,1,3,4,3,3,4,4,20.37,,34.55,"
"11041087020,AP,4,1,3,3,1,3,2,0,2,1,2,1,2,No,1,2,2,2,1,4,4,1,S,4,4,2,2,4,1,2,1,2,1,1,3,2,1,2,1,2,1,1,3,2,3,2,3,2,1,3,3,3,3,4,3,4,4,4,25.93,,33.33,"
"11041087021,AP,4,1,3,2,2,4,2,1,0,2,2,0,2,No,2,1,2,2,1,4,4,2,O,0,0,0,0,3,2,2,3,2,1,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,1,4,4,4,4,,40.0,,35.42"
"11041087022,AP,4,1,4,3,2,3,2,1,3,1,2,2,1,No,1,2,2,2,1,4,5,2,L,4,4,3,3,4,4,3,3,2,2,1,1,1,1,3,3,3,1,3,3,1,3,1,1,2,1,1,1,2,1,4,4,4,4,4,,16.67,,"
"11041087023,AP,4,1,3,3,2,2,2,2,2,6,2,2,1,No,1,2,2,2,1,4,3,2,S,4,4,4,2,2,4,4,2,1,1,1,3,1,3,3,2,2,3,3,3,1,3,2,3,3,1,3,1,3,2,4,3,2,4,4,24.07,,52.73,"
"11041087024,AP,4,1,4,3,2,2,2,1,2,6,2,2,2,No,1,1,2,2,1,4,3,2,O,4,4,4,2,4,4,4,2,2,2,1,3,1,3,3,1,3,3,3,3,1,3,3,3,3,1,3,1,3,3,3,2,2,4,4,55.56,,3.7,"
"11041087025,AP,4,1,3,3,1,3,2,1,2,3,3,0,1,No,1,1,0,0,1,4,3,2,L,4,4,2,2,4,4,3,3,2,1,2,3,1,3,1,3,1,2,1,3,1,3,3,3,1,3,3,3,3,1,4,1,3,4,4,,33.33,,28.0"
"11041087026,AP,4,1,4,2,2,2,0,2,0,3,2,0,2,No,1,1,2,4,2,4,3,2,M,3,4,4,3,3,4,3,2,2,1,3,3,3,3,2,1,2,3,2,2,1,2,1,3,3,1,2,3,1,3,4,2,4,4,4,29.63,43.33,,"
"11041087027,AP,4,1,5,2,2,2,2,2,2,3,3,2,1,No,1,2,2,2,4,4,3,2,M,4,4,3,1,3,1,1,1,2,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4,20.37,,18.18,"
"11041087028,AP,4,1,3,2,2,2,2,2,2,3,3,2,1,No,1,1,2,2,2,5,3,2,S,4,4,3,2,4,4,3,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,3,1,1,2,4,3,4,4,4,,,38.89,25.0"
"11041087029,AP,4,2,3,3,2,5,1,2,1,1,1,0,1,No,1,1,0,2,1,4,4,2,L,4,4,2,1,4,4,4,4,2,1,1,3,2,1,1,3,1,2,1,3,1,3,3,2,1,2,3,3,3,3,4,1,1,3,4,,30.0,,18.0"
"11041087030,AP,4,2,3,3,1,2,0,1,1,1,1,0,2,No,1,1,2,2,1,4,3,2,L,4,4,1,1,3,2,1,1,2,2,1,3,1,3,3,1,3,3,3,3,1,3,1,3,3,1,1,3,1,1,4,2,2,3,4,11.11,16.67,,"
